Transaction_ID,Order_Date,Customer_Name,Customer_Email,Product_SKU,Category,Quantity,Unit_Price,Gross_Sales,Discount_Pct,Net_Revenue,Payment_Type,Shipping_State,Shipping_City,Zip_Code,Order_Status,Return_Reason,Customer_Type,Coupon_Used,Store_Region,Loyalty_Pts,Notes
TXN-49268,11/14/2023,"doe, john",user1018@gmail.com,00804,Electronics,2,$242.13,$511.43,0,568.06,STRIPE,NY,Miami,24224,Completed,Size,Returning,WELCOME5,North,157,
TXN-64401,2/14/2023,"doe, john",user1019@gmail.com,00816,Home & Kitchen,3,$359.71,$1570.58,0,1326.9,STRIPE,Illinois,Chicago,53260,Refunded,Size,Returning,,Northeast,545,
186575,2023-10-07,Jane Smith, ,00535,home & kitchen,5,$419.98,$1167.61,15%,,cc,Illinois,NYC,12625,shipped,None,New,FREESHIP,West,N/A,
TXN-80182,8/3/2023,"SMITH, JANE",user1021@gmail.com,00218,Books,2,$451.41,$844.61,0,1053.4,Credit Card,il,Miami,61721,PENDING,Size,Returning,,North,530,
TXN-33565,9/8/2023,"doe, john",user1022@gmail.com,00346,Electronics,5,$430.57,$1315.51,0,120.52,STRIPE,il,San Francisco,54448,PENDING,,Returning,SUMMER10,East,267,
TXN-53525,9/5/2023,"doe, john",user1023@gmail.com,00145,Beauty,4,$426.62,$807.95,0,1206.28,PayPal,California,Chicago,29375,PENDING,None,New,,North,432,
TXN-93080,9/3/2023,Alice Brown,user1024@gmail.com,878,Apparel,4,$90.67,$914.47,15%,54.64,Credit Card,CA,San Francisco,13977,Completed,Late,Returning,WELCOME5,Northeast,83,
TXN-20830,2023-12-07,Jane Smith,user1025@gmail.com,00924,Electronics,4,$393.99,$1308.55,0,563.59,STRIPE,CA,NYC,56312,cancelled,None,Returning,,North,N/A,
TXN-76062,11/10/2023,J. Doe,user1026@gmail.com,00367,Home & Kitchen,1,$277.43,$721.92,0,1005.53,STRIPE,Florida,Austin,74374,PENDING,Defective,New,WELCOME5,South,844,
TXN-47876,9/20/2023,John Doe,user1027@gmail.com,00421,Beauty,4,$29.79,$1152.03,0,49.11,STRIPE,CA,San Francisco,96774,cancelled,Size,Returning,,West,353,
TXN-93449,6/3/2023,J. Doe,user1028@gmail.com,00841,Toys,3,$269.72,$1107.78,8%,361.34,PayPal,TX,Chicago,39864,cancelled,Late,Returning,SUMMER10,East,317,
TXN-32313,10/13/2023,Alice Brown,user1029@gmail.com,00142,Toys,1,$316.26,$579.56,0,319.8,apple_pay,Illinois,Chicago,83172,Refunded,,New,,East,805,
102227,2023-10-25,Alice Brown,user1030@gmail.com,00976,Toys,2,$71.63,$591.07,0,1204.97,Credit Card,FL,Austin,79281,Completed,,Returning,SUMMER10,East,N/A,
TXN-91995,12/9/2023,Alice Brown,user1031@gmail.com,00281,Toys,4,$254.24,$1896.35,0,778.34,apple_pay,New York,Chicago,94900,Completed,None,Returning,,East,248,
TXN-30297,11/3/2023,"doe, john",user1032@gmail.com,813,beauty,5,$342.17,$1588.98,14%,617.39,PayPal,CA,NYC,65023,shipped,Late,New,None,South,106,
TXN-50577,5/3/2023,Jane Smith,user1033@gmail.com,00994,Electronics,4,$152.90,$1973.31,0,590.92,cc,Texas,Austin,15546,shipped,None,Returning,,South,738,
TXN-98572,6/11/2023,"SMITH, JANE",user1034@gmail.com,00799,Home & Kitchen,3,$103.92,$1798.20,0,1096.58,Credit Card,Florida,Miami,50334,Refunded,Late,Returning,FREESHIP,Northeast,589,
TXN-79514,2023-09-01,"doe, john", ,00848,Electronics,3,$128.31,$1546.11,0,782.93,cc,Texas,NYC,71037,PENDING,Defective,New,,East,N/A,
TXN-14920,5/22/2023,Alice Brown,user1036@gmail.com,00158,Apparel,2,$110.27,$824.20,16%,299.55,STRIPE,TX,Chicago,51297,Completed,None,Returning,WELCOME5,South,825,
TXN-23392,2/4/2023,Alice Brown,user1037@gmail.com,00714,Beauty,5,$238.56,$1817.89,0,194.43,Credit Card,Illinois,NYC,41600,PENDING,Defective,Returning,,South,504,
TXN-38414,3/13/2023,Alice Brown,user1038@gmail.com,00430,Home & Kitchen,1,$442.37,$1782.22,0,1087.81,Credit Card,Illinois,Chicago,75099,cancelled,None,New,SUMMER10,West,983,
TXN-75625,7/25/2023,"SMITH, JANE",user1039@gmail.com,00837,Toys,1,$15.23,$777.24,0,1232.32,Credit Card,Illinois,San Francisco,53855,Refunded,Defective,Returning,,Northeast,130,
178275,2023-09-01,"doe, john",user1040@gmail.com,804,Beauty,3,$241.41,$1554.26,13%,,cc,Illinois,San Francisco,64461,Completed,,Returning,WELCOME5,West,N/A,
TXN-58222,10/26/2023,J. Doe,user1041@gmail.com,00237,Electronics,1,$162.50,$606.37,0,193.53,STRIPE,Illinois,Austin,24267,PENDING,Late,New,,South,236,
TXN-62035,9/16/2023,J. Doe,user1042@gmail.com,00958,Electronics,5,$78.25,$1995.40,0,300.11,PayPal,New York,Chicago,88900,PENDING,Size,Returning,SUMMER10,South,462,
TXN-46047,6/11/2023,Jane Smith,user1043@gmail.com,00178,Electronics,3,$467.55,$1543.13,0,1287.34,cc,NY,Chicago,80268,Refunded,Defective,Returning,,East,645,
TXN-12785,6/8/2023,Jane Smith,user1044@gmail.com,00504,beauty,4,$483.48,$1615.64,8%,183.6,PayPal,FL,San Francisco,15525,shipped,Defective,New,WELCOME5,East,399,
TXN-62144,2023-10-03,John Doe,user1045@gmail.com,00495,Home & Kitchen,4,$45.61,$1910.46,0,327.15,PayPal,New York,Austin,54634,cancelled,Defective,Returning,,West,N/A,
TXN-76725,9/6/2023,Jane Smith,user1046@gmail.com,00685,Electronics,4,$316.93,$1227.91,0,1146.95,PayPal,Illinois,NYC,78746,cancelled,Late,Returning,SUMMER10,North,247,
TXN-49846,9/1/2023,"SMITH, JANE",user1047@gmail.com,00558,Home & Kitchen,3,$156.24,$1215.33,0,1003.99,STRIPE,il,NYC,63406,Completed,Size,New,,South,660,
TXN-59060,10/24/2023,John Doe,user1048@gmail.com,154,Electronics,3,$231.25,$1540.95,6%,766.03,STRIPE,Illinois,San Francisco,47925,cancelled,,Returning,WELCOME5,North,731,
TXN-69389,5/19/2023,"doe, john",user1049@gmail.com,00512,Toys,5,$315.65,$1438.94,0,1152.28,STRIPE,FL,Austin,82443,PENDING,,Returning,,West,91,
168447,2023-05-05,"SMITH, JANE", ,00902,Apparel,5,$198.21,$1927.90,0,379.82,cc,Illinois,San Francisco,48588,Completed,,New,FREESHIP,Northeast,N/A,Call customer
TXN-91105,4/6/2023,"doe, john",user1051@gmail.com,00210,Home & Kitchen,2,$154.27,$711.94,0,1453.97,apple_pay,Illinois,Chicago,17179,Refunded,,Returning,,North,571,
TXN-71994,3/13/2023,Alice Brown,user1052@gmail.com,00220,Beauty,4,$486.45,$545.78,19%,269.13,PayPal,TX,Chicago,39898,PENDING,,Returning,WELCOME5,East,686,
TXN-96840,10/12/2023,Alice Brown,user1053@gmail.com,00349,Toys,2,$332.06,$1341.73,0,36.07,cc,CA,Austin,63408,Completed,Size,New,,Northeast,624,
TXN-66904,6/1/2023,"SMITH, JANE",user1054@gmail.com,00923,Home & Kitchen,4,$299.35,$1038.08,0,1018.07,apple_pay,TX,San Francisco,82170,Refunded,,Returning,None,East,416,
TXN-92621,2023-02-27,"doe, john",user1055@gmail.com,00115,Toys,4,$406.28,$647.38,0,1247.62,PayPal,New York,Chicago,51116,PENDING,Late,Returning,,North,N/A,
TXN-43021,4/25/2023,J. Doe,user1056@gmail.com,508,toys,2,$127.89,$1694.43,14%,1276.15,cc,CA,San Francisco,31527,Refunded,Size,New,SUMMER10,North,683,
TXN-77357,7/20/2023,Jane Smith,user1057@gmail.com,00498,Electronics,1,$67.22,$1969.48,0,586.91,PayPal,California,San Francisco,97597,shipped,,Returning,,East,843,
TXN-13340,1/3/2023,Jane Smith,user1058@gmail.com,00640,Electronics,5,$327.66,$620.16,0,948.49,Credit Card,Texas,San Francisco,69393,Refunded,Size,Returning,WELCOME5,Northeast,972,
TXN-68106,11/14/2023,Alice Brown,user1059@gmail.com,00247,Electronics,3,$118.05,$919.70,0,35.06,apple_pay,Florida,Miami,88490,cancelled,None,New,,South,59,
193626,2023-08-05,Alice Brown,user1060@gmail.com,00512,Beauty,2,$302.19,$1016.83,7%,,apple_pay,Florida,Miami,16251,shipped,,Returning,SUMMER10,East,N/A,
TXN-12979,7/17/2023,Alice Brown,user1061@gmail.com,00646,Apparel,1,$485.45,$797.66,0,686.26,Credit Card,NY,Austin,56907,shipped,Size,Returning,,East,937,
TXN-62600,2/15/2023,"SMITH, JANE",user1062@gmail.com,00181,Beauty,1,$110.41,$1994.17,0,1362.38,Credit Card,California,Chicago,31414,Completed,None,New,SUMMER10,South,768,
TXN-65299,4/27/2023,"SMITH, JANE",user1063@gmail.com,00785,Apparel,2,$239.19,$1319.17,0,1464.89,apple_pay,California,NYC,38606,Refunded,Defective,Returning,,Northeast,303,
TXN-50251,5/19/2023,John Doe,user1064@gmail.com,843,Home & Kitchen,5,$168.28,$711.28,17%,448.08,Credit Card,California,Miami,46096,cancelled,Defective,Returning,WELCOME5,West,209,
TXN-99397,2023-05-27,John Doe, ,00507,Beauty,5,$63.06,$712.66,0,700.18,apple_pay,il,NYC,34464,Completed,Defective,New,,South,N/A,
TXN-93763,2/16/2023,"SMITH, JANE",user1066@gmail.com,00649,Home & Kitchen,1,$317.85,$891.65,0,1396.57,apple_pay,NY,Chicago,81581,cancelled,None,Returning,None,South,776,
TXN-65839,4/28/2023,"SMITH, JANE",user1067@gmail.com,00348,Electronics,5,$96.84,$1522.30,0,484.48,Credit Card,Texas,NYC,85028,Refunded,Defective,Returning,,West,804,
TXN-87150,9/24/2023,Alice Brown,user1068@gmail.com,00538,beauty,1,$232.25,$1550.17,17%,1292.75,apple_pay,New York,Miami,77931,shipped,Defective,New,FREESHIP,North,385,
TXN-80860,3/3/2023,Alice Brown,user1069@gmail.com,00960,Home & Kitchen,2,$119.72,$1023.96,0,1014.09,Credit Card,FL,Austin,11944,cancelled,,Returning,,West,959,
113749,2023-11-09,Jane Smith,user1070@gmail.com,00683,Home & Kitchen,1,$266.19,$1655.14,0,269.58,STRIPE,NY,Austin,84431,Refunded,None,Returning,SUMMER10,Northeast,N/A,
TXN-87415,9/25/2023,Alice Brown,user1071@gmail.com,00374,Home & Kitchen,4,$315.48,$1312.79,0,1177.19,Credit Card,NY,NYC,14952,cancelled,Defective,New,,Northeast,708,
TXN-40120,11/27/2023,"SMITH, JANE",user1072@gmail.com,543,Books,5,$361.21,$876.16,14%,976.07,cc,Illinois,Austin,89918,PENDING,,Returning,SUMMER10,North,290,
TXN-55453,8/21/2023,"SMITH, JANE",user1073@gmail.com,00619,Beauty,1,$350.69,$1162.11,0,541.84,PayPal,New York,Chicago,62645,Refunded,None,Returning,,West,200,
TXN-80683,11/6/2023,John Doe,user1074@gmail.com,00730,Beauty,3,$196.42,$616.99,0,924.9,apple_pay,Florida,Chicago,79756,Refunded,None,New,WELCOME5,Northeast,588,
TXN-67208,2023-09-16,Alice Brown,user1075@gmail.com,00965,Home & Kitchen,2,$166.86,$1365.21,0,745.92,Credit Card,il,Austin,99333,PENDING,Defective,Returning,,West,N/A,
TXN-94351,3/22/2023,Alice Brown,user1076@gmail.com,00911,Home & Kitchen,3,$35.42,$903.99,5%,998.72,cc,FL,Miami,91204,cancelled,None,Returning,SUMMER10,North,689,
TXN-26361,3/9/2023,"SMITH, JANE",user1077@gmail.com,00280,Books,3,$427.72,$902.48,0,282.01,STRIPE,FL,Miami,87803,Refunded,Size,New,,South,361,
TXN-90135,5/6/2023,Alice Brown,user1078@gmail.com,00352,Books,2,$344.93,$1609.04,0,1271.65,apple_pay,New York,NYC,81589,PENDING,Defective,Returning,FREESHIP,West,168,
TXN-44174,2/22/2023,Alice Brown,user1079@gmail.com,00435,Home & Kitchen,5,$383.13,$1583.63,0,1398.92,PayPal,Texas,Miami,31978,PENDING,Size,Returning,,West,968,
177217,2023-04-28,Alice Brown, ,327,apparel,5,$307.89,$1529.66,8%,,PayPal,il,San Francisco,83391,Refunded,Late,New,FREESHIP,North,N/A,
TXN-94649,8/17/2023,J. Doe,user1081@gmail.com,00495,Toys,3,$17.66,$980.66,0,736.77,cc,TX,NYC,10996,shipped,Late,Returning,,Northeast,122,
TXN-98529,9/27/2023,"SMITH, JANE",user1082@gmail.com,00176,Electronics,4,$303.51,$747.22,0,306.73,cc,Illinois,NYC,45275,Completed,Defective,Returning,FREESHIP,South,403,
TXN-50315,2/11/2023,J. Doe,user1083@gmail.com,00564,Electronics,3,$415.52,$803.45,0,332.73,PayPal,Texas,Chicago,38110,Refunded,None,New,,Northeast,99,
TXN-41214,7/15/2023,J. Doe,user1084@gmail.com,00146,Electronics,5,$140.22,$1769.91,8%,432.38,Credit Card,CA,Austin,33242,Refunded,None,Returning,SUMMER10,Northeast,536,
TXN-71982,2023-09-02,"SMITH, JANE",user1085@gmail.com,00850,Home & Kitchen,4,$13.30,$1041.48,0,360.16,STRIPE,il,Chicago,55654,Refunded,Size,Returning,,South,N/A,
TXN-53370,9/26/2023,Jane Smith,user1086@gmail.com,00526,Electronics,3,$433.38,$1375.35,0,629.11,apple_pay,il,Miami,46639,cancelled,Size,New,WELCOME5,West,723,
TXN-54287,9/11/2023,Alice Brown,user1087@gmail.com,00785,Apparel,5,$319.76,$1599.33,0,638.73,cc,Texas,Chicago,47753,shipped,,Returning,,South,311,
TXN-90528,2/3/2023,Alice Brown,user1088@gmail.com,538,Apparel,1,$76.70,$1776.52,6%,73.88,cc,Texas,NYC,86851,shipped,Defective,Returning,WELCOME5,South,658,
TXN-25169,6/28/2023,J. Doe,user1089@gmail.com,00170,Home & Kitchen,1,$168.75,$1220.79,0,787.46,apple_pay,il,NYC,99390,Completed,Late,New,,East,291,
168132,2023-09-20,Jane Smith,user1090@gmail.com,00495,Toys,5,$497.60,$1235.94,0,754.38,PayPal,FL,Miami,93535,Refunded,Late,Returning,None,South,N/A,
TXN-10834,3/12/2023,"SMITH, JANE",user1091@gmail.com,00856,Books,2,$460.43,$931.87,0,1425.06,Credit Card,il,NYC,32658,PENDING,Defective,Returning,,South,194,
TXN-18246,3/7/2023,"SMITH, JANE",user1092@gmail.com,00246,books,1,$317.19,$1436.10,6%,571.96,Credit Card,California,Chicago,42079,Refunded,Late,New,None,South,208,
TXN-82449,8/12/2023,John Doe,user1093@gmail.com,00645,Home & Kitchen,4,$207.97,$1559.25,0,1001.08,PayPal,NY,Austin,72924,Refunded,Late,Returning,,East,764,
TXN-57603,9/21/2023,J. Doe,user1094@gmail.com,00595,Home & Kitchen,4,$85.83,$1356.83,0,58.71,PayPal,Illinois,San Francisco,76968,Refunded,None,Returning,WELCOME5,North,401,
TXN-16959,2023-09-28,"doe, john", ,00835,Beauty,1,$326.26,$763.32,0,691.18,PayPal,New York,Miami,38478,PENDING,,New,,South,N/A,
TXN-13836,6/6/2023,"doe, john",user1096@gmail.com,258,Toys,5,$455.72,$821.15,18%,1323.52,Credit Card,FL,Austin,96146,PENDING,Defective,Returning,FREESHIP,South,566,
TXN-82175,3/8/2023,"doe, john",user1097@gmail.com,00432,Books,3,$354.21,$866.78,0,870.63,STRIPE,New York,Austin,82868,cancelled,Late,Returning,,West,125,
TXN-74107,12/21/2023,Jane Smith,user1098@gmail.com,00854,Books,4,$117.24,$1712.36,0,441.87,Credit Card,Illinois,Austin,44214,cancelled,,New,None,Northeast,732,
TXN-25267,3/15/2023,"SMITH, JANE",user1099@gmail.com,00944,Toys,4,$11.32,$1356.56,0,665.81,PayPal,CA,Austin,42307,PENDING,None,Returning,,Northeast,932,
165234,2023-12-04,"doe, john",user1100@gmail.com,00602,Books,3,$77.75,$1926.85,12%,,PayPal,NY,San Francisco,98502,Completed,Size,Returning,FREESHIP,West,N/A,Call customer
TXN-17115,9/7/2023,"doe, john",user1101@gmail.com,00138,Electronics,3,$382.89,$1233.42,0,1218.14,apple_pay,il,Chicago,76311,PENDING,None,New,,East,700,
TXN-37601,12/24/2023,Alice Brown,user1102@gmail.com,00821,Apparel,5,$185.11,$855.19,0,807.13,Credit Card,CA,NYC,12272,cancelled,Late,Returning,WELCOME5,West,660,
TXN-20749,10/28/2023,"SMITH, JANE",user1103@gmail.com,00428,Electronics,4,$42.54,$1752.78,0,252.88,PayPal,Illinois,San Francisco,12993,shipped,,Returning,,South,797,
TXN-86923,12/12/2023,Alice Brown,user1104@gmail.com,124,electronics,3,$107.43,$915.78,11%,94.47,PayPal,CA,Chicago,64471,Refunded,Defective,New,WELCOME5,Northeast,511,
TXN-22180,2023-10-04,"doe, john",user1105@gmail.com,00507,Electronics,2,$368.56,$673.34,0,244.53,apple_pay,FL,Miami,96531,shipped,Defective,Returning,,North,N/A,
TXN-89408,12/22/2023,John Doe,user1106@gmail.com,00218,Electronics,4,$207.32,$694.25,0,279.25,Credit Card,Illinois,San Francisco,68522,shipped,Late,Returning,None,South,202,
TXN-91654,12/24/2023,"doe, john",user1107@gmail.com,00137,Apparel,5,$104.30,$1070.43,0,320.52,Credit Card,NY,Miami,95278,cancelled,,New,,North,153,
TXN-46968,3/4/2023,John Doe,user1108@gmail.com,00391,Electronics,5,$344.69,$1438.02,9%,1383.67,Credit Card,Illinois,Austin,27646,shipped,,Returning,FREESHIP,West,131,
TXN-12243,10/7/2023,Alice Brown,user1109@gmail.com,00967,Apparel,3,$363.57,$1759.47,0,108.37,Credit Card,New York,Chicago,88145,cancelled,Size,Returning,,Northeast,508,
102239,2023-02-08,Jane Smith, ,00221,Home & Kitchen,3,$103.47,$1902.75,0,829.05,STRIPE,Texas,Miami,50231,shipped,Size,New,SUMMER10,East,N/A,
TXN-19823,12/25/2023,"doe, john",user1111@gmail.com,00126,Home & Kitchen,4,$465.79,$1133.69,0,549.12,PayPal,Florida,NYC,83076,Refunded,Late,Returning,,North,170,
TXN-88520,10/2/2023,Jane Smith,user1112@gmail.com,836,Books,1,$221.30,$1792.95,5%,624.39,PayPal,NY,Austin,79605,Completed,Late,Returning,FREESHIP,East,975,
TXN-30787,11/21/2023,Alice Brown,user1113@gmail.com,00107,Home & Kitchen,3,$25.87,$587.97,0,35.12,cc,FL,Miami,83980,Refunded,Late,New,,West,914,
TXN-50404,10/3/2023,J. Doe,user1114@gmail.com,00553,Toys,3,$192.27,$1137.76,0,267,PayPal,TX,Miami,23949,shipped,Late,Returning,None,West,2,
TXN-24491,2023-01-18,John Doe,user1115@gmail.com,00887,Electronics,5,$70.09,$810.83,0,1211.08,apple_pay,il,NYC,23156,Refunded,None,Returning,,East,N/A,
TXN-21793,8/6/2023,Jane Smith,user1116@gmail.com,00628,electronics,5,$16.43,$646.14,16%,677.16,PayPal,Illinois,San Francisco,24179,cancelled,Defective,New,None,North,200,
TXN-76632,1/14/2023,Jane Smith,user1117@gmail.com,00204,Home & Kitchen,1,$236.35,$843.78,0,128.76,Credit Card,TX,Austin,79559,cancelled,None,Returning,,East,204,
TXN-62509,3/4/2023,Alice Brown,user1118@gmail.com,00301,Electronics,1,$286.91,$772.59,0,802.22,STRIPE,Texas,Miami,65824,Refunded,,Returning,FREESHIP,West,30,
TXN-36812,2/18/2023,John Doe,user1119@gmail.com,00441,Home & Kitchen,2,$307.41,$734.88,0,1216.7,apple_pay,TX,Miami,61593,Refunded,Size,New,,North,361,
176696,2023-02-17,"doe, john",user1120@gmail.com,950,Home & Kitchen,4,$19.30,$586.37,13%,,apple_pay,FL,Miami,23129,cancelled,Late,Returning,SUMMER10,North,N/A,
TXN-25267,1/15/2023,"SMITH, JANE",user1121@gmail.com,00597,Books,4,$70.92,$878.47,0,39.28,cc,Illinois,NYC,81287,PENDING,Defective,Returning,,Northeast,775,
TXN-92716,12/9/2023,"SMITH, JANE",user1122@gmail.com,00103,Apparel,2,$337.18,$1561.59,0,481.83,PayPal,CA,Austin,90027,PENDING,,New,SUMMER10,Northeast,304,
TXN-94749,10/27/2023,Jane Smith,user1123@gmail.com,00504,Toys,5,$494.95,$1458.32,0,975.56,PayPal,Florida,Chicago,67542,Completed,None,Returning,,West,617,
TXN-82947,12/10/2023,John Doe,user1124@gmail.com,00520,Beauty,1,$82.74,$1227.43,6%,732.68,STRIPE,TX,NYC,40578,shipped,Late,Returning,None,South,215,
TXN-77552,2023-11-19,"SMITH, JANE", ,00396,Toys,5,$456.87,$1993.51,0,674.64,Credit Card,California,Austin,31645,Refunded,Size,New,,North,N/A,
TXN-38094,8/2/2023,"SMITH, JANE",user1126@gmail.com,00571,Toys,2,$61.79,$1116.11,0,1263.13,Credit Card,TX,San Francisco,81532,Completed,Size,Returning,FREESHIP,Northeast,585,
TXN-77234,10/17/2023,"SMITH, JANE",user1127@gmail.com,00559,Home & Kitchen,1,$50.92,$1166.69,0,43.4,STRIPE,il,Chicago,47980,PENDING,Defective,Returning,,North,993,
TXN-81646,7/9/2023,J. Doe,user1128@gmail.com,647,home & kitchen,2,$381.34,$1176.94,16%,787.7,PayPal,Illinois,Miami,76433,cancelled,None,New,SUMMER10,Northeast,176,
TXN-18089,1/9/2023,"SMITH, JANE",user1129@gmail.com,00147,Beauty,4,$166.90,$1499.88,0,1244.93,PayPal,New York,Miami,83849,Completed,Late,Returning,,Northeast,412,
111993,2023-11-22,John Doe,user1130@gmail.com,00261,Toys,4,$340.43,$1385.64,0,1189.28,STRIPE,FL,Chicago,76150,shipped,None,Returning,None,Northeast,N/A,
TXN-97854,8/22/2023,Alice Brown,user1131@gmail.com,00151,Apparel,1,$298.53,$844.01,0,185.69,Credit Card,Illinois,Miami,24744,cancelled,None,New,,North,506,
TXN-82331,11/8/2023,"doe, john",user1132@gmail.com,00599,Apparel,5,$283.51,$999.96,17%,537.52,apple_pay,Illinois,Miami,33819,cancelled,Defective,Returning,None,East,855,
TXN-89930,7/13/2023,"SMITH, JANE",user1133@gmail.com,00354,Books,3,$468.42,$1143.96,0,405.81,STRIPE,TX,NYC,18488,Refunded,Defective,Returning,,South,574,
TXN-54304,2/13/2023,"doe, john",user1134@gmail.com,00263,Apparel,5,$382.42,$1738.28,0,615.88,STRIPE,il,NYC,10044,PENDING,,New,WELCOME5,East,547,
TXN-62445,2023-09-23,"SMITH, JANE",user1135@gmail.com,00333,Toys,1,$441.36,$706.19,0,395.21,apple_pay,NY,Chicago,68349,PENDING,,Returning,,North,N/A,
TXN-65694,1/20/2023,John Doe,user1136@gmail.com,191,Apparel,1,$115.08,$1744.54,12%,543.04,STRIPE,NY,NYC,63396,Completed,Size,Returning,WELCOME5,West,736,
TXN-63429,1/11/2023,"doe, john",user1137@gmail.com,00354,Electronics,3,$167.40,$1266.57,0,606.91,Credit Card,NY,Austin,46492,cancelled,None,New,,South,268,
TXN-26327,10/4/2023,Jane Smith,user1138@gmail.com,00425,Books,1,$437.79,$1545.52,0,417.66,STRIPE,FL,Miami,18281,Refunded,None,Returning,SUMMER10,Northeast,129,
TXN-43907,10/18/2023,"SMITH, JANE",user1139@gmail.com,00871,Toys,1,$277.89,$1934.64,0,1096.93,apple_pay,Florida,Chicago,29065,Completed,Late,Returning,,North,453,
135503,2023-07-17,John Doe, ,00906,home & kitchen,3,$315.05,$1878.68,17%,,cc,il,Miami,90801,PENDING,,New,WELCOME5,Northeast,N/A,
TXN-61881,12/20/2023,"SMITH, JANE",user1141@gmail.com,00550,Apparel,5,$196.77,$968.53,0,1339.86,Credit Card,Texas,Austin,87116,cancelled,Late,Returning,,North,113,
TXN-26268,10/5/2023,Alice Brown,user1142@gmail.com,00713,Books,2,$38.71,$1531.18,0,721.86,cc,New York,Miami,15831,cancelled,Defective,Returning,SUMMER10,West,80,
TXN-65375,11/24/2023,John Doe,user1143@gmail.com,00332,Toys,5,$378.83,$1332.86,0,598.38,apple_pay,Texas,NYC,63843,shipped,Defective,New,,Northeast,593,
TXN-44066,6/12/2023,"SMITH, JANE",user1144@gmail.com,157,Beauty,4,$13.76,$537.16,14%,1212.42,cc,il,Chicago,42796,shipped,Defective,Returning,FREESHIP,West,384,
TXN-99444,2023-05-26,Alice Brown,user1145@gmail.com,00982,Toys,5,$223.10,$1246.26,0,84.5,apple_pay,TX,NYC,11881,cancelled,Late,Returning,,West,N/A,
TXN-57734,8/25/2023,Jane Smith,user1146@gmail.com,00448,Toys,1,$289.89,$1673.78,0,469.7,cc,New York,NYC,76377,PENDING,Defective,New,None,South,248,
TXN-58434,5/26/2023,Jane Smith,user1147@gmail.com,00996,Beauty,2,$428.60,$776.49,0,633.91,cc,CA,San Francisco,61968,cancelled,,Returning,,Northeast,355,
TXN-40002,1/1/2023,Alice Brown,user1148@gmail.com,00791,Beauty,2,$429.23,$677.62,9%,448.23,apple_pay,FL,Miami,96067,Refunded,Late,Returning,None,South,782,
TXN-51419,10/3/2023,Jane Smith,user1149@gmail.com,00128,Electronics,1,$96.67,$1563.71,0,158.87,cc,il,Austin,79914,PENDING,None,New,,North,6,
199679,2023-09-01,John Doe,user1150@gmail.com,00585,Toys,5,$491.17,$1221.80,0,746.86,STRIPE,NY,NYC,20372,shipped,,Returning,FREESHIP,West,N/A,Call customer
TXN-11785,5/15/2023,"doe, john",user1151@gmail.com,00835,Beauty,3,$427.84,$1457.89,0,643.23,PayPal,California,NYC,17008,shipped,,Returning,,East,234,
TXN-72747,6/8/2023,Jane Smith,user1152@gmail.com,454,books,5,$367.45,$1799.60,6%,697.19,cc,NY,Austin,44698,PENDING,Size,New,FREESHIP,South,126,
TXN-98047,9/23/2023,"doe, john",user1153@gmail.com,00615,Apparel,3,$187.39,$1628.63,0,1425.54,Credit Card,CA,Miami,43353,cancelled,Late,Returning,,East,667,
TXN-71239,6/24/2023,"doe, john",user1154@gmail.com,00990,Home & Kitchen,1,$64.59,$1916.70,0,239.7,apple_pay,TX,Chicago,90580,Refunded,,Returning,SUMMER10,West,448,
TXN-62185,2023-04-08,Alice Brown, ,00400,Books,2,$249.75,$546.06,0,1302.74,STRIPE,il,Miami,99795,shipped,Defective,New,,West,N/A,
TXN-56351,12/1/2023,Alice Brown,user1156@gmail.com,00655,Electronics,1,$307.30,$1080.54,12%,1241.79,cc,Texas,NYC,14351,Refunded,,Returning,WELCOME5,East,736,
TXN-81476,9/27/2023,"doe, john",user1157@gmail.com,00373,Toys,2,$172.20,$844.28,0,465.32,Credit Card,California,Chicago,19060,Refunded,None,Returning,,West,517,
TXN-47565,9/3/2023,Jane Smith,user1158@gmail.com,00453,Home & Kitchen,3,$134.51,$1875.18,0,1433.71,cc,TX,Miami,17010,PENDING,Size,New,FREESHIP,North,486,
TXN-89005,10/7/2023,Jane Smith,user1159@gmail.com,00821,Toys,1,$17.63,$1529.36,0,1135.92,cc,New York,Chicago,26165,shipped,,Returning,,West,983,
165842,2023-09-22,J. Doe,user1160@gmail.com,995,Toys,4,$403.91,$1351.85,18%,,STRIPE,il,Chicago,30316,PENDING,Defective,Returning,FREESHIP,East,N/A,
TXN-73077,10/23/2023,"doe, john",user1161@gmail.com,00957,Beauty,1,$144.38,$1174.12,0,214.92,apple_pay,New York,San Francisco,21736,PENDING,,New,,West,727,
TXN-43113,3/9/2023,"doe, john",user1162@gmail.com,00308,Toys,2,$300.27,$744.10,0,360.84,STRIPE,California,NYC,24775,PENDING,None,Returning,SUMMER10,West,942,
TXN-30593,10/7/2023,"doe, john",user1163@gmail.com,00629,Toys,1,$358.73,$1335.57,0,326.02,PayPal,California,San Francisco,25331,Completed,Size,Returning,,South,179,
TXN-10276,1/3/2023,Alice Brown,user1164@gmail.com,00634,beauty,4,$222.65,$671.92,5%,766.81,STRIPE,il,Miami,60624,Completed,Defective,New,SUMMER10,East,193,
TXN-58846,2023-07-26,John Doe,user1165@gmail.com,00395,Electronics,2,$449.89,$934.04,0,485.79,PayPal,California,Chicago,76890,Completed,None,Returning,,East,N/A,
